Year,Format,Country,From,Score_type,Score,N_score
1966,Final,Luxembourg,Sweden,Jury,5,12.0
1966,Final,Luxembourg,France,Jury,1,1.0
1966,Final,Luxembourg,Austria,Jury,1,1.0
1966,Final,Yugoslavia,United Kingdom,Jury,5,12.0
1966,Final,Yugoslavia,Germany,Jury,3,6.5
1966,Final,Yugoslavia,Finland,Jury,1,1.0
1966,Final,Norway,Italy,Jury,5,12.0
1966,Final,Norway,Spain,Jury,3,6.5
1966,Final,Norway,Austria,Jury,3,6.5
1966,Final,Norway,Sweden,Jury,3,6.5
1966,Final,Norway,Germany,Jury,1,1.0
1966,Final,Finland,Denmark,Jury,3,6.5
1966,Final,Finland,Norway,Jury,3,6.5
1966,Final,Finland,Netherlands,Jury,1,1.0
1966,Final,Portugal,Spain,Jury,5,12.0
1966,Final,Portugal,Denmark,Jury,1,1.0
1966,Final,Austria,Belgium,Jury,5,12.0
1966,Final,Austria,Luxembourg,Jury,5,12.0
1966,Final,Austria,Monaco,Jury,5,12.0
1966,Final,Austria,Yugoslavia,Jury,5,12.0
1966,Final,Austria,Italy,Jury,3,6.5
1966,Final,Austria,France,Jury,3,6.5
1966,Final,Austria,Switzerland,Jury,3,6.5
1966,Final,Austria,Portugal,Jury,1,1.0
1966,Final,Austria,Spain,Jury,1,1.0
1966,Final,Sweden,Denmark,Jury,5,12.0
1966,Final,Sweden,Norway,Jury,5,12.0
1966,Final,Sweden,Finland,Jury,5,12.0
1966,Final,Sweden,Switzerland,Jury,1,1.0
1966,Final,Spain,Portugal,Jury,5,12.0
1966,Final,Spain,United Kingdom,Jury,3,6.5
1966,Final,Spain,Yugoslavia,Jury,1,1.0
1966,Final,Switzerland,Austria,Jury,5,12.0
1966,Final,Switzerland,Ireland,Jury,3,6.5
1966,Final,Switzerland,Monaco,Jury,3,6.5
1966,Final,Switzerland,Luxembourg,Jury,1,1.0
1966,Final,France,Monaco,Jury,1,1.0
1966,Final,Netherlands,Ireland,Jury,1,1.0
1966,Final,Netherlands,United Kingdom,Jury,1,1.0
1966,Final,Ireland,France,Jury,5,12.0
1966,Final,Ireland,Yugoslavia,Jury,3,6.5
1966,Final,Ireland,Belgium,Jury,3,6.5
1966,Final,Ireland,Netherlands,Jury,3,6.5
1966,Final,United Kingdom,Ireland,Jury,5,12.0
1966,Final,United Kingdom,Luxembourg,Jury,3,6.5
1967,Final,Netherlands,Ireland,Jury,1,1.0
1967,Final,Netherlands,United Kingdom,Jury,1,1.0
1967,Final,Luxembourg,Netherlands,Jury,4,6.5
1967,Final,Luxembourg,Italy,Jury,3,4.666666666666667
1967,Final,Luxembourg,Finland,Jury,2,2.833333333333333
1967,Final,Luxembourg,Ireland,Jury,2,2.833333333333333
1967,Final,Luxembourg,United Kingdom,Jury,2,2.833333333333333
1967,Final,Luxembourg,Monaco,Jury,1,1.0
1967,Final,Luxembourg,Spain,Jury,1,1.0
1967,Final,Luxembourg,Yugoslavia,Jury,1,1.0
1967,Final,Luxembourg,Belgium,Jury,1,1.0
1967,Final,Austria,Yugoslavia,Jury,1,1.0
1967,Final,Austria,Portugal,Jury,1,1.0
1967,Final,France,Yugoslavia,Jury,4,6.5
1967,Final,France,Sweden,Jury,4,6.5
1967,Final,France,Germany,Jury,2,2.833333333333333
1967,Final,France,Luxembourg,Jury,2,2.833333333333333
1967,Final,France,Monaco,Jury,2,2.833333333333333
1967,Final,France,United Kingdom,Jury,2,2.833333333333333
1967,Final,France,Austria,Jury,1,1.0
1967,Final,France,Switzerland,Jury,1,1.0
1967,Final,France,Netherlands,Jury,1,1.0
1967,Final,France,Ireland,Jury,1,1.0
1967,Final,Portugal,France,Jury,1,1.0
1967,Final,Portugal,Spain,Jury,1,1.0
1967,Final,Portugal,Switzerland,Jury,1,1.0
1967,Final,Sweden,Ireland,Jury,2,2.833333333333333
1967,Final,Sweden,Norway,Jury,2,2.833333333333333
1967,Final,Sweden,Yugoslavia,Jury,1,1.0
1967,Final,Sweden,Portugal,Jury,1,1.0
1967,Final,Sweden,Finland,Jury,1,1.0
1967,Final,Finland,Italy,Jury,1,1.0
1967,Final,Finland,Netherlands,Jury,1,1.0
1967,Final,Finland,Portugal,Jury,1,1.0
1967,Final,Germany,Italy,Jury,1,1.0
1967,Final,Germany,Ireland,Jury,1,1.0
1967,Final,Germany,United Kingdom,Jury,1,1.0
1967,Final,Germany,Belgium,Jury,1,1.0
1967,Final,Germany,Sweden,Jury,1,1.0
1967,Final,Germany,Portugal,Jury,1,1.0
1967,Final,Germany,Norway,Jury,1,1.0
1967,Final,Belgium,Finland,Jury,3,4.666666666666667
1967,Final,Belgium,Ireland,Jury,1,1.0
1967,Final,Belgium,United Kingdom,Jury,1,1.0
1967,Final,Belgium,Yugoslavia,Jury,1,1.0
1967,Final,Belgium,Germany,Jury,1,1.0
1967,Final,Belgium,Portugal,Jury,1,1.0
1967,Final,United Kingdom,Norway,Jury,7,11.999999999999998
1967,Final,United Kingdom,France,Jury,7,11.999999999999998
1967,Final,United Kingdom,Switzerland,Jury,7,11.999999999999998
1967,Final,United Kingdom,Luxembourg,Jury,5,8.333333333333332
1967,Final,United Kingdom,Monaco,Jury,3,4.666666666666667
1967,Final,United Kingdom,Germany,Jury,3,4.666666666666667
1967,Final,United Kingdom,Austria,Jury,3,4.666666666666667
1967,Final,United Kingdom,Belgium,Jury,3,4.666666666666667
1967,Final,United Kingdom,Italy,Jury,2,2.833333333333333
1967,Final,United Kingdom,Finland,Jury,2,2.833333333333333
1967,Final,United Kingdom,Netherlands,Jury,2,2.833333333333333
1967,Final,United Kingdom,Portugal,Jury,1,1.0
1967,Final,United Kingdom,Ireland,Jury,1,1.0
1967,Final,United Kingdom,Sweden,Jury,1,1.0
1967,Final,Spain,Portugal,Jury,2,2.833333333333333
1967,Final,Spain,Monaco,Jury,2,2.833333333333333
1967,Final,Spain,Belgium,Jury,1,1.0
1967,Final,Spain,Luxembourg,Jury,1,1.0
1967,Final,Spain,Netherlands,Jury,1,1.0
1967,Final,Spain,Yugoslavia,Jury,1,1.0
1967,Final,Spain,Austria,Jury,1,1.0
1967,Final,Norway,Netherlands,Jury,1,1.0
1967,Final,Norway,Sweden,Jury,1,1.0
1967,Final,Monaco,Spain,Jury,5,8.333333333333332
1967,Final,Monaco,Austria,Jury,2,2.833333333333333
1967,Final,Monaco,Italy,Jury,1,1.0
1967,Final,Monaco,France,Jury,1,1.0
1967,Final,Monaco,Sweden,Jury,1,1.0
1967,Final,Yugoslavia,Spain,Jury,2,2.833333333333333
1967,Final,Yugoslavia,Portugal,Jury,1,1.0
1967,Final,Yugoslavia,Italy,Jury,1,1.0
1967,Final,Yugoslavia,France,Jury,1,1.0
1967,Final,Yugoslavia,Belgium,Jury,1,1.0
1967,Final,Yugoslavia,Luxembourg,Jury,1,1.0
1967,Final,Italy,Ireland,Jury,1,1.0
1967,Final,Italy,Spain,Jury,1,1.0
1967,Final,Italy,United Kingdom,Jury,1,1.0
1967,Final,Italy,Switzerland,Jury,1,1.0
1967,Final,Ireland,Germany,Jury,4,6.5
1967,Final,Ireland,Austria,Jury,3,4.666666666666667
1967,Final,Ireland,Belgium,Jury,3,4.666666666666667
1967,Final,Ireland,Sweden,Jury,2,2.833333333333333
1967,Final,Ireland,Finland,Jury,2,2.833333333333333
1967,Final,Ireland,Monaco,Jury,2,2.833333333333333
1967,Final,Ireland,United Kingdom,Jury,2,2.833333333333333
1967,Final,Ireland,Yugoslavia,Jury,1,1.0
1967,Final,Ireland,Luxembourg,Jury,1,1.0
1967,Final,Ireland,Portugal,Jury,1,1.0
1967,Final,Ireland,Italy,Jury,1,1.0
1968,Final,Portugal,Spain,Jury,3,5.4
1968,Final,Portugal,Norway,Jury,2,3.2
1968,Final,Netherlands,Italy,Jury,1,1.0
1968,Final,Belgium,Italy,Jury,3,5.4
1968,Final,Belgium,Spain,Jury,1,1.0
1968,Final,Belgium,United Kingdom,Jury,1,1.0
1968,Final,Belgium,Portugal,Jury,1,1.0
1968,Final,Belgium,Finland,Jury,1,1.0
1968,Final,Belgium,France,Jury,1,1.0
1968,Final,Austria,Germany,Jury,2,3.2
1968,Final,Luxembourg,Austria,Jury,1,1.0
1968,Final,Luxembourg,Netherlands,Jury,1,1.0
1968,Final,Luxembourg,Monaco,Jury,1,1.0
1968,Final,Luxembourg,France,Jury,1,1.0
1968,Final,Luxembourg,United Kingdom,Jury,1,1.0
1968,Final,Switzerland,Yugoslavia,Jury,2,3.2
1968,Final,Monaco,Finland,Jury,3,5.4
1968,Final,Monaco,Netherlands,Jury,2,3.2
1968,Final,Monaco,Luxembourg,Jury,1,1.0
1968,Final,Monaco,Ireland,Jury,1,1.0
1968,Final,Monaco,United Kingdom,Jury,1,1.0
1968,Final,Sweden,Norway,Jury,6,12.0
1968,Final,Sweden,Ireland,Jury,4,7.6000000000000005
1968,Final,Sweden,United Kingdom,Jury,2,3.2
1968,Final,Sweden,Netherlands,Jury,1,1.0
1968,Final,Sweden,Portugal,Jury,1,1.0
1968,Final,Sweden,Finland,Jury,1,1.0
1968,Final,Finland,Norway,Jury,1,1.0
1968,Final,France,Belgium,Jury,6,12.0
1968,Final,France,Netherlands,Jury,3,5.4
1968,Final,France,Switzerland,Jury,3,5.4
1968,Final,France,Luxembourg,Jury,3,5.4
1968,Final,France,Italy,Jury,2,3.2
1968,Final,France,Austria,Jury,2,3.2
1968,Final,France,Sweden,Jury,1,1.0
1968,Final,Italy,Spain,Jury,2,3.2
1968,Final,Italy,Yugoslavia,Jury,2,3.2
1968,Final,Italy,Switzerland,Jury,2,3.2
1968,Final,Italy,Portugal,Jury,1,1.0
1968,Final,United Kingdom,Monaco,Jury,5,9.8
1968,Final,United Kingdom,Switzerland,Jury,4,7.6000000000000005
1968,Final,United Kingdom,France,Jury,4,7.6000000000000005
1968,Final,United Kingdom,Sweden,Jury,3,5.4
1968,Final,United Kingdom,Germany,Jury,2,3.2
1968,Final,United Kingdom,Belgium,Jury,2,3.2
1968,Final,United Kingdom,Netherlands,Jury,2,3.2
1968,Final,United Kingdom,Finland,Jury,2,3.2
1968,Final,United Kingdom,Ireland,Jury,1,1.0
1968,Final,United Kingdom,Luxembourg,Jury,1,1.0
1968,Final,United Kingdom,Portugal,Jury,1,1.0
1968,Final,United Kingdom,Italy,Jury,1,1.0
1968,Final,Norway,Spain,Jury,1,1.0
1968,Final,Norway,Luxembourg,Jury,1,1.0
1968,Final,Ireland,Yugoslavia,Jury,6,12.0
1968,Final,Ireland,Sweden,Jury,4,7.6000000000000005
1968,Final,Ireland,Austria,Jury,4,7.6000000000000005
1968,Final,Ireland,Portugal,Jury,1,1.0
1968,Final,Ireland,Belgium,Jury,1,1.0
1968,Final,Ireland,Luxembourg,Jury,1,1.0
1968,Final,Ireland,Netherlands,Jury,1,1.0
1968,Final,Spain,Germany,Jury,6,12.0
1968,Final,Spain,France,Jury,4,7.6000000000000005
1968,Final,Spain,Portugal,Jury,4,7.6000000000000005
1968,Final,Spain,Monaco,Jury,4,7.6000000000000005
1968,Final,Spain,Italy,Jury,3,5.4
1968,Final,Spain,Finland,Jury,3,5.4
1968,Final,Spain,Austria,Jury,2,3.2
1968,Final,Spain,Ireland,Jury,1,1.0
1968,Final,Spain,Luxembourg,Jury,1,1.0
1968,Final,Spain,Norway,Jury,1,1.0
1968,Final,Germany,United Kingdom,Jury,5,9.8
1968,Final,Germany,Sweden,Jury,2,3.2
1968,Final,Germany,Spain,Jury,2,3.2
1968,Final,Germany,Switzerland,Jury,1,1.0
1968,Final,Germany,Luxembourg,Jury,1,1.0
1968,Final,Yugoslavia,Ireland,Jury,3,5.4
1968,Final,Yugoslavia,Portugal,Jury,1,1.0
1968,Final,Yugoslavia,Spain,Jury,1,1.0
1968,Final,Yugoslavia,Austria,Jury,1,1.0
1968,Final,Yugoslavia,Belgium,Jury,1,1.0
1968,Final,Yugoslavia,Luxembourg,Jury,1,1.0
1969,Final,Yugoslavia,Portugal,Jury,3,5.4
1969,Final,Yugoslavia,Spain,Jury,1,1.0
1969,Final,Yugoslavia,Belgium,Jury,1,1.0
1969,Final,Luxembourg,Monaco,Jury,3,5.4
1969,Final,Luxembourg,Yugoslavia,Jury,1,1.0
1969,Final,Luxembourg,Germany,Jury,1,1.0
1969,Final,Luxembourg,Belgium,Jury,1,1.0
1969,Final,Luxembourg,Netherlands,Jury,1,1.0
1969,Final,Spain,Monaco,Jury,3,5.4
1969,Final,Spain,Germany,Jury,3,5.4
1969,Final,Spain,Belgium,Jury,3,5.4
1969,Final,Spain,Luxembourg,Jury,2,3.2
1969,Final,Spain,Portugal,Jury,2,3.2
1969,Final,Spain,France,Jury,2,3.2
1969,Final,Spain,Norway,Jury,1,1.0
1969,Final,Spain,Ireland,Jury,1,1.0
1969,Final,Spain,Yugoslavia,Jury,1,1.0
1969,Final,Monaco,Italy,Jury,4,7.6000000000000005
1969,Final,Monaco,Spain,Jury,2,3.2
1969,Final,Monaco,Netherlands,Jury,2,3.2
1969,Final,Monaco,Sweden,Jury,2,3.2
1969,Final,Monaco,Belgium,Jury,1,1.0
1969,Final,Ireland,Finland,Jury,3,5.4
1969,Final,Ireland,Switzerland,Jury,3,5.4
1969,Final,Ireland,United Kingdom,Jury,1,1.0
1969,Final,Ireland,Germany,Jury,1,1.0
1969,Final,Ireland,Netherlands,Jury,1,1.0
1969,Final,Ireland,Sweden,Jury,1,1.0
1969,Final,Italy,Ireland,Jury,1,1.0
1969,Final,Italy,Yugoslavia,Jury,1,1.0
1969,Final,Italy,Portugal,Jury,1,1.0
1969,Final,Italy,Finland,Jury,1,1.0
1969,Final,Italy,Monaco,Jury,1,1.0
1969,Final,United Kingdom,Sweden,Jury,5,9.8
1969,Final,United Kingdom,Luxembourg,Jury,4,7.6000000000000005
1969,Final,United Kingdom,Italy,Jury,3,5.4
1969,Final,United Kingdom,Yugoslavia,Jury,2,3.2
1969,Final,United Kingdom,Finland,Jury,1,1.0
1969,Final,United Kingdom,Germany,Jury,1,1.0
1969,Final,United Kingdom,Netherlands,Jury,1,1.0
1969,Final,United Kingdom,Portugal,Jury,1,1.0
1969,Final,Netherlands,France,Jury,6,12.0
1969,Final,Netherlands,Switzerland,Jury,4,7.6000000000000005
1969,Final,Netherlands,Italy,Jury,3,5.4
1969,Final,Netherlands,Luxembourg,Jury,2,3.2
1969,Final,Netherlands,Belgium,Jury,1,1.0
1969,Final,Netherlands,Norway,Jury,1,1.0
1969,Final,Netherlands,Monaco,Jury,1,1.0
1969,Final,Sweden,Norway,Jury,3,5.4
1969,Final,Sweden,Finland,Jury,3,5.4
1969,Final,Sweden,Netherlands,Jury,1,1.0
1969,Final,Sweden,Portugal,Jury,1,1.0
1969,Final,Belgium,United Kingdom,Jury,3,5.4
1969,Final,Belgium,Switzerland,Jury,2,3.2
1969,Final,Belgium,Norway,Jury,2,3.2
1969,Final,Belgium,Spain,Jury,2,3.2
1969,Final,Belgium,Netherlands,Jury,1,1.0
1969,Final,Switzerland,Ireland,Jury,3,5.4
1969,Final,Switzerland,Finland,Jury,2,3.2
1969,Final,Switzerland,United Kingdom,Jury,2,3.2
1969,Final,Switzerland,Yugoslavia,Jury,2,3.2
1969,Final,Switzerland,Germany,Jury,2,3.2
1969,Final,Switzerland,Norway,Jury,1,1.0
1969,Final,Switzerland,Belgium,Jury,1,1.0
1969,Final,Norway,Sweden,Jury,1,1.0
1969,Final,Germany,Yugoslavia,Jury,3,5.4
1969,Final,Germany,Spain,Jury,2,3.2
1969,Final,Germany,France,Jury,1,1.0
1969,Final,Germany,Belgium,Jury,1,1.0
1969,Final,Germany,Norway,Jury,1,1.0
1969,Final,France,Ireland,Jury,4,7.6000000000000005
1969,Final,France,United Kingdom,Jury,4,7.6000000000000005
1969,Final,France,Portugal,Jury,2,3.2
1969,Final,France,Monaco,Jury,2,3.2
1969,Final,France,Netherlands,Jury,2,3.2
1969,Final,France,Germany,Jury,1,1.0
1969,Final,France,Switzerland,Jury,1,1.0
1969,Final,France,Luxembourg,Jury,1,1.0
1969,Final,France,Sweden,Jury,1,1.0
1969,Final,Portugal,Spain,Jury,2,3.2
1969,Final,Portugal,France,Jury,1,1.0
1969,Final,Portugal,Belgium,Jury,1,1.0
1969,Final,Finland,Germany,Jury,1,1.0
1969,Final,Finland,Luxembourg,Jury,1,1.0
1969,Final,Finland,Netherlands,Jury,1,1.0
1969,Final,Finland,Norway,Jury,1,1.0
1969,Final,Finland,Ireland,Jury,1,1.0
1969,Final,Finland,Spain,Jury,1,1.0
1970,Final,Netherlands,Italy,Jury,3,3.75
1970,Final,Netherlands,Yugoslavia,Jury,3,3.75
1970,Final,Netherlands,United Kingdom,Jury,1,1.0
1970,Final,Switzerland,France,Jury,2,2.375
1970,Final,Switzerland,Germany,Jury,2,2.375
1970,Final,Switzerland,Netherlands,Jury,2,2.375
1970,Final,Switzerland,Ireland,Jury,1,1.0
1970,Final,Switzerland,United Kingdom,Jury,1,1.0
1970,Final,Italy,Spain,Jury,2,2.375
1970,Final,Italy,Germany,Jury,2,2.375
1970,Final,Italy,Yugoslavia,Jury,1,1.0
1970,Final,Yugoslavia,United Kingdom,Jury,4,5.125
1970,Final,Belgium,France,Jury,3,3.75
1970,Final,Belgium,Ireland,Jury,1,1.0
1970,Final,Belgium,Luxembourg,Jury,1,1.0
1970,Final,France,Ireland,Jury,3,3.75
1970,Final,France,Yugoslavia,Jury,2,2.375
1970,Final,France,Monaco,Jury,2,2.375
1970,Final,France,Italy,Jury,1,1.0
1970,Final,United Kingdom,Yugoslavia,Jury,4,5.125
1970,Final,United Kingdom,Germany,Jury,4,5.125
1970,Final,United Kingdom,Monaco,Jury,4,5.125
1970,Final,United Kingdom,Ireland,Jury,3,3.75
1970,Final,United Kingdom,Netherlands,Jury,3,3.75
1970,Final,United Kingdom,Switzerland,Jury,2,2.375
1970,Final,United Kingdom,Luxembourg,Jury,2,2.375
1970,Final,United Kingdom,Italy,Jury,2,2.375
1970,Final,United Kingdom,France,Jury,2,2.375
1970,Final,Spain,Italy,Jury,3,3.75
1970,Final,Spain,Monaco,Jury,3,3.75
1970,Final,Spain,Luxembourg,Jury,2,2.375
1970,Final,Monaco,France,Jury,2,2.375
1970,Final,Monaco,Spain,Jury,1,1.0
1970,Final,Monaco,Switzerland,Jury,1,1.0
1970,Final,Monaco,Belgium,Jury,1,1.0
1970,Final,Germany,Spain,Jury,4,5.125
1970,Final,Germany,Luxembourg,Jury,3,3.75
1970,Final,Germany,Ireland,Jury,2,2.375
1970,Final,Germany,Switzerland,Jury,1,1.0
1970,Final,Germany,Monaco,Jury,1,1.0
1970,Final,Germany,Italy,Jury,1,1.0
1970,Final,Ireland,Belgium,Jury,9,12.0
1970,Final,Ireland,Switzerland,Jury,6,7.875
1970,Final,Ireland,Netherlands,Jury,5,6.5
1970,Final,Ireland,United Kingdom,Jury,4,5.125
1970,Final,Ireland,Spain,Jury,3,3.75
1970,Final,Ireland,Germany,Jury,2,2.375
1970,Final,Ireland,Luxembourg,Jury,2,2.375
1970,Final,Ireland,France,Jury,1,1.0
1971,Final,Austria,Germany,Jury,7,7.875
1971,Final,Austria,Italy,Jury,6,6.5
1971,Final,Austria,Ireland,Jury,6,6.5
1971,Final,Austria,Portugal,Jury,5,5.125
1971,Final,Austria,Norway,Jury,5,5.125
1971,Final,Austria,Monaco,Jury,5,5.125
1971,Final,Austria,Sweden,Jury,4,3.75
1971,Final,Austria,Yugoslavia,Jury,4,3.75
1971,Final,Austria,Netherlands,Jury,3,2.375
1971,Final,Austria,France,Jury,3,2.375
1971,Final,Austria,Finland,Jury,3,2.375
1971,Final,Austria,United Kingdom,Jury,3,2.375
1971,Final,Austria,Malta,Jury,3,2.375
1971,Final,Austria,Belgium,Jury,3,2.375
1971,Final,Austria,Spain,Jury,2,1.0
1971,Final,Austria,Switzerland,Jury,2,1.0
1971,Final,Austria,Luxembourg,Jury,2,1.0
1971,Final,Malta,Spain,Jury,5,5.125
1971,Final,Malta,Netherlands,Jury,5,5.125
1971,Final,Malta,Ireland,Jury,4,3.75
1971,Final,Malta,Austria,Jury,4,3.75
1971,Final,Malta,Belgium,Jury,4,3.75
1971,Final,Malta,Italy,Jury,4,3.75
1971,Final,Malta,United Kingdom,Jury,3,2.375
1971,Final,Malta,Finland,Jury,3,2.375
1971,Final,Malta,Germany,Jury,3,2.375
1971,Final,Malta,France,Jury,3,2.375
1971,Final,Malta,Portugal,Jury,2,1.0
1971,Final,Malta,Norway,Jury,2,1.0
1971,Final,Malta,Yugoslavia,Jury,2,1.0
1971,Final,Malta,Monaco,Jury,2,1.0
1971,Final,Malta,Switzerland,Jury,2,1.0
1971,Final,Malta,Luxembourg,Jury,2,1.0
1971,Final,Malta,Sweden,Jury,2,1.0
1971,Final,Monaco,Yugoslavia,Jury,10,12.0
1971,Final,Monaco,Germany,Jury,10,12.0
1971,Final,Monaco,Switzerland,Jury,10,12.0
1971,Final,Monaco,Belgium,Jury,10,12.0
1971,Final,Monaco,Sweden,Jury,10,12.0
1971,Final,Monaco,Norway,Jury,10,12.0
1971,Final,Monaco,Netherlands,Jury,9,10.625
1971,Final,Monaco,Ireland,Jury,9,10.625
1971,Final,Monaco,France,Jury,8,9.25
1971,Final,Monaco,Portugal,Jury,8,9.25
1971,Final,Monaco,United Kingdom,Jury,8,9.25
1971,Final,Monaco,Finland,Jury,7,7.875
1971,Final,Monaco,Malta,Jury,5,5.125
1971,Final,Monaco,Austria,Jury,4,3.75
1971,Final,Monaco,Luxembourg,Jury,4,3.75
1971,Final,Monaco,Italy,Jury,4,3.75
1971,Final,Monaco,Spain,Jury,2,1.0
1971,Final,Switzerland,Italy,Jury,7,7.875
1971,Final,Switzerland,France,Jury,6,6.5
1971,Final,Switzerland,Portugal,Jury,6,6.5
1971,Final,Switzerland,United Kingdom,Jury,6,6.5
1971,Final,Switzerland,Germany,Jury,6,6.5
1971,Final,Switzerland,Netherlands,Jury,5,5.125
1971,Final,Switzerland,Ireland,Jury,5,5.125
1971,Final,Switzerland,Malta,Jury,5,5.125
1971,Final,Switzerland,Austria,Jury,5,5.125
1971,Final,Switzerland,Sweden,Jury,4,3.75
1971,Final,Switzerland,Norway,Jury,4,3.75
1971,Final,Switzerland,Finland,Jury,4,3.75
1971,Final,Switzerland,Yugoslavia,Jury,4,3.75
1971,Final,Switzerland,Monaco,Jury,4,3.75
1971,Final,Switzerland,Belgium,Jury,3,2.375
1971,Final,Switzerland,Spain,Jury,2,1.0
1971,Final,Switzerland,Luxembourg,Jury,2,1.0
1971,Final,Germany,France,Jury,8,9.25
1971,Final,Germany,Spain,Jury,8,9.25
1971,Final,Germany,Yugoslavia,Jury,7,7.875
1971,Final,Germany,Monaco,Jury,7,7.875
1971,Final,Germany,Belgium,Jury,7,7.875
1971,Final,Germany,Portugal,Jury,7,7.875
1971,Final,Germany,Austria,Jury,6,6.5
1971,Final,Germany,Switzerland,Jury,6,6.5
1971,Final,Germany,Italy,Jury,6,6.5
1971,Final,Germany,Sweden,Jury,6,6.5
1971,Final,Germany,United Kingdom,Jury,6,6.5
1971,Final,Germany,Malta,Jury,5,5.125
1971,Final,Germany,Netherlands,Jury,5,5.125
1971,Final,Germany,Ireland,Jury,5,5.125
1971,Final,Germany,Finland,Jury,5,5.125
1971,Final,Germany,Norway,Jury,4,3.75
1971,Final,Germany,Luxembourg,Jury,2,1.0
1971,Final,Spain,Monaco,Jury,10,12.0
1971,Final,Spain,France,Jury,10,12.0
1971,Final,Spain,Ireland,Jury,9,10.625
1971,Final,Spain,Finland,Jury,9,10.625
1971,Final,Spain,Malta,Jury,8,9.25
1971,Final,Spain,Norway,Jury,8,9.25
1971,Final,Spain,Germany,Jury,7,7.875
1971,Final,Spain,Portugal,Jury,7,7.875
1971,Final,Spain,United Kingdom,Jury,7,7.875
1971,Final,Spain,Yugoslavia,Jury,7,7.875
1971,Final,Spain,Netherlands,Jury,6,6.5
1971,Final,Spain,Sweden,Jury,6,6.5
1971,Final,Spain,Switzerland,Jury,5,5.125
1971,Final,Spain,Italy,Jury,5,5.125
1971,Final,Spain,Austria,Jury,4,3.75
1971,Final,Spain,Belgium,Jury,4,3.75
1971,Final,Spain,Luxembourg,Jury,4,3.75
1971,Final,France,Netherlands,Jury,9,10.625
1971,Final,France,Monaco,Jury,8,9.25
1971,Final,France,Switzerland,Jury,8,9.25
1971,Final,France,Ireland,Jury,6,6.5
1971,Final,France,Portugal,Jury,5,5.125
1971,Final,France,Spain,Jury,5,5.125
1971,Final,France,Norway,Jury,5,5.125
1971,Final,France,United Kingdom,Jury,5,5.125
1971,Final,France,Yugoslavia,Jury,5,5.125
1971,Final,France,Germany,Jury,5,5.125
1971,Final,France,Italy,Jury,4,3.75
1971,Final,France,Sweden,Jury,4,3.75
1971,Final,France,Finland,Jury,3,2.375
1971,Final,France,Austria,Jury,3,2.375
1971,Final,France,Belgium,Jury,3,2.375
1971,Final,France,Malta,Jury,2,1.0
1971,Final,France,Luxembourg,Jury,2,1.0
1971,Final,Luxembourg,Malta,Jury,7,7.875
1971,Final,Luxembourg,Portugal,Jury,6,6.5
1971,Final,Luxembourg,United Kingdom,Jury,6,6.5
1971,Final,Luxembourg,Monaco,Jury,6,6.5
1971,Final,Luxembourg,France,Jury,5,5.125
1971,Final,Luxembourg,Ireland,Jury,5,5.125
1971,Final,Luxembourg,Finland,Jury,5,5.125
1971,Final,Luxembourg,Norway,Jury,4,3.75
1971,Final,Luxembourg,Spain,Jury,4,3.75
1971,Final,Luxembourg,Yugoslavia,Jury,4,3.75
1971,Final,Luxembourg,Switzerland,Jury,3,2.375
1971,Final,Luxembourg,Belgium,Jury,3,2.375
1971,Final,Luxembourg,Netherlands,Jury,3,2.375
1971,Final,Luxembourg,Italy,Jury,3,2.375
1971,Final,Luxembourg,Austria,Jury,2,1.0
1971,Final,Luxembourg,Sweden,Jury,2,1.0
1971,Final,Luxembourg,Germany,Jury,2,1.0
1971,Final,United Kingdom,Belgium,Jury,8,9.25
1971,Final,United Kingdom,France,Jury,8,9.25
1971,Final,United Kingdom,Malta,Jury,8,9.25
1971,Final,United Kingdom,Monaco,Jury,8,9.25
1971,Final,United Kingdom,Portugal,Jury,7,7.875
1971,Final,United Kingdom,Ireland,Jury,7,7.875
1971,Final,United Kingdom,Switzerland,Jury,6,6.5
1971,Final,United Kingdom,Norway,Jury,6,6.5
1971,Final,United Kingdom,Finland,Jury,6,6.5
1971,Final,United Kingdom,Yugoslavia,Jury,6,6.5
1971,Final,United Kingdom,Netherlands,Jury,5,5.125
1971,Final,United Kingdom,Sweden,Jury,5,5.125
1971,Final,United Kingdom,Germany,Jury,5,5.125
1971,Final,United Kingdom,Luxembourg,Jury,4,3.75
1971,Final,United Kingdom,Austria,Jury,4,3.75
1971,Final,United Kingdom,Italy,Jury,3,2.375
1971,Final,United Kingdom,Spain,Jury,2,1.0
1971,Final,Belgium,Finland,Jury,6,6.5
1971,Final,Belgium,United Kingdom,Jury,6,6.5
1971,Final,Belgium,Netherlands,Jury,6,6.5
1971,Final,Belgium,Portugal,Jury,6,6.5
1971,Final,Belgium,Monaco,Jury,5,5.125
1971,Final,Belgium,Sweden,Jury,5,5.125
1971,Final,Belgium,France,Jury,5,5.125
1971,Final,Belgium,Ireland,Jury,4,3.75
1971,Final,Belgium,Norway,Jury,4,3.75
1971,Final,Belgium,Switzerland,Jury,4,3.75
1971,Final,Belgium,Yugoslavia,Jury,3,2.375
1971,Final,Belgium,Austria,Jury,3,2.375
1971,Final,Belgium,Italy,Jury,3,2.375
1971,Final,Belgium,Spain,Jury,2,1.0
1971,Final,Belgium,Malta,Jury,2,1.0
1971,Final,Belgium,Germany,Jury,2,1.0
1971,Final,Belgium,Luxembourg,Jury,2,1.0
